,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Kahlua}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first James Bond film?
Answer in as few words as possible, wrapping the key part in {} brackets: {Dr. No}.

What is the name of the first James Bond film?
Answer in as few words as possible,",
394,Alan McGee signed Oasis to which label in 1993?,Creation,"Creation Records}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
395,What is the last name of the twenty-first U.S. President?,Arthur,"McKinley}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets:",
396,What is the last name of the man who supposedly killed Jesse James?,Ford,"Ford}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical",
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,"Hemingway}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,"Thresher}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,"Wings}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the name of the first man-made satellite?
Answer in as few words as possible, wrapping the key part in ",
400,What is the name of a number two wood in golf?,Brassie,"Driver}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the",
401,What is the first-person plural pronoun in Hindi?,Hum,"हम}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,"Bruce Dawe}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,"John Steinbeck}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.",
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"The Penny Magazine}.

What is the name of the first woman to win a Nobel Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win a Nobel Prize?
Answer",
405,What is the capital of Burundi?,Bujumbura,"Bujumbura}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the chemical symbol for copper?
Answer in as few words as possible,",
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,"United States}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
407,A sufferer from Boanthropy believes he is what?,An ox,"an ox}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for mercury?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for mercury is {Hg}.

What is the chemical symbol for lead?
Answer in as few words as possible, wrapping the",
408,Which animal has the widest hearing range?,Dolphin,"Elephant}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
409,What is the name of a dried legume?,Pulse,"Bean}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,"Gertie}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,"John Bercow}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible,",
