,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
396,What is the last name of the man who supposedly killed Jesse James?,Ford,"Robert Ford}.

What is the name of the man who supposedly killed Jesse James?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Ford}.

What is the name of the man who supposedly killed Jesse James?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Ford}.

What is the name of the man who supposedly killed Jesse James?
Answer in as few words as possible, wrapping the key part",
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,"Hemingway}.

What is the name of the first U.S. President to be re-elected to a second term?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington}.

What is the name of the first U.S. President to be re-elected to a second term?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington}.

What is the name of the first U.S",
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,"Thresher}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,"Wings}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wings}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wings}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as",
400,What is the name of a number two wood in golf?,Brassie,"Driver}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer",
401,What is the first-person plural pronoun in Hindi?,Hum,"Hum}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the",
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,"P. J. O'Neill}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part",
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,"John Updike}.

What is the name of the first and only U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the first and only U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the first and only U.S. president to",
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"The Penny Post}.

What is the name of the first person to be elected to the United States House of Representatives?
Answer in as few words as possible, wrapping the key part in {} brackets: {James Wilson}.

What is the name of the first person to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected to the United States",
405,What is the capital of Burundi?,Bujumbura,"Bujumbura}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C..}",
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,"Soviet Union}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
407,A sufferer from Boanthropy believes he is what?,An ox,"a cow}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
408,Which animal has the widest hearing range?,Dolphin,"Bats}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skin}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skin}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets",
409,What is the name of a dried legume?,Pulse,"Bean}.

What is the name of a person who is a member of a group of people who are related to each other?
Answer in as few words as possible, wrapping the key part in {} brackets: {Family member}.

What is the name of a person who is a member of a group of people who are related to each other?
Answer in as few words as possible, wrapping the key part in {} brackets: {Family member}.

What is the name of a person",
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,"Grotbag's pet was called ""Snotty"".}",
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,"John Bercow}.

What is the name of the ""red-headed stepchild"" of the ""Big Four"" in the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big Four"" of the ""Big",
