,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,"Donald Horne}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,"John Updike}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"The Daily Courant}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in",
405,What is the capital of Burundi?,Bujumbura,"Bujumbura}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible,",
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,"Norway}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
407,A sufferer from Boanthropy believes he is what?,An ox,"a cow}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
408,Which animal has the widest hearing range?,Dolphin,"Bats}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
409,What is the name of a dried legume?,Pulse,"pea}.

What is the name of a dried legume?
Answer in as few words as possible, wrapping the key part in {} brackets: {pea}.

What is the name of a dried legume?
Answer in as few words as possible, wrapping the key part in {} brackets: {pea}.

What is the name of a dried legume?
Answer in as few words as possible, wr",
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,"Grotbags' pet was called {Bobble}}.

What is the name of the main character in the book ""The Secret Garden""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mary Lennox}.

What is the name of the main character in the book ""The Secret Garden""?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,"Michael Martin}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,"Caucasus}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean Sea?",
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,"The abode of snow}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Caspian Sea}.

What is the name of the largest desert in the world",
414,What was the first Arcade game ever released?,Computer Space,"Computer Space}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
415,Which branch of physics is particularly useful in designing bridges?,Statics,"Civil}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
416,Who invented the Christmas Cracker?,Tom Smith,"Thomas Smith}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,"Cars}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,"moraine}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian Sea}.

What is the name of the largest desert in the world?
Answer",
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,"Ted Williams}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
