,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,"The Birth of a Nation}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Birth of a Nation}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Birth of a Nation}.

What is",
400,What is the name of a number two wood in golf?,Brassie,"Forehand}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
401,What is the first-person plural pronoun in Hindi?,Hum,"मैं हमारे}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in ",
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,"Walt Disney}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,"Pulitzer Prize winner}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"The Daily Mail}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
405,What is the capital of Burundi?,Bujumbura,"Gitega}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,"Sweden}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
407,A sufferer from Boanthropy believes he is what?,An ox,"a vampire}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
408,Which animal has the widest hearing range?,Dolphin,"Whale}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
409,What is the name of a dried legume?,Pulse,"Legume}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest ocean in the world?
Answer in as few words as possible",
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,"Dingo}.

What is the name of the character in the movie ""The Princess Bride"" who is the main antagonist?
Answer in as few words as possible, wrapping the key part in {} brackets: {Westley}.

What is the name of the character in the movie ""The Princess Bride"" who is the main protagonist?
Answer in as few words as possible, wrapping the key part in {} brackets: {Westley}.

What",
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,"David Cameron}.

What is the name of the first person to be elected as the Prime Minister of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {David Lloyd George}.

What is the name of the first person to be elected as the Prime Minister of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {David Lloyd George}.

What is the",
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,"Karakum Mountains}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Honduras}.

What is the name of the largest city in the world?
Answer in as few words",
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,"Mountain range}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
414,What was the first Arcade game ever released?,Computer Space,"Pong}.

What is the name of the first computer game ever released?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pong}.

What is the name of the first computer game ever released?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pong}.

What is the name of the first computer game ever released?
Answer in as few words as possible, wrapping the key",
415,Which branch of physics is particularly useful in designing bridges?,Statics,"Structural engineering}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
